model,algorithm,testcase,scene_id,query_obj_id,difficulty,ambiguous,split,instruction,intent_selected_id,intent_selected_object,branch,reason_grasp_id,reason_grasp_object,reason_status,selection_status,ground_truth_object_ids,predicted_perception_object_id,predicted_dataset_object_id,ssr_iou,rsr_success,status
gpt-4o,theory_original,05_medium_unambiguous,6817,0,Medium,False,0,the  yellow object on top of toy drill,10,yellow nozzle,partially_occluded,11,metallic cap,ok,completed,[3],11,0,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,6817,0,Medium,False,1,the yellow clamp,16,yellow and green tape dispenser,partially_occluded,11,metallic cap,ok,completed,[3],11,0,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,6817,0,Medium,False,2,the yellow clamp,16,yellow and green tape dispenser,partially_occluded,11,metallic cap,ok,completed,[3],11,0,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,6862,1,Medium,False,0,the green grinder,,,fully_occluded,6,green pneumatic component,ok,completed,[2],6,2,0.8311635521933044,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6862,1,Medium,False,1,the green tool under the green box,6,green pneumatic component,fully_visible,6,green pneumatic component,ok,completed,[2],6,2,0.8311635521933044,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6862,1,Medium,False,2,the vape shaped green object,6,green pneumatic component,fully_visible,6,green pneumatic component,ok,completed,[2],6,2,0.8311635521933044,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6874,7,Medium,False,0,the domino sugar box,3,yellow sugar box with brown tape,fully_visible,3,yellow sugar box with brown tape,ok,completed,[5],3,7,0.48576051779935275,0,ok
gpt-4o,theory_original,05_medium_unambiguous,6874,7,Medium,False,1,the yellow and white sugar box,3,yellow sugar box with brown tape,fully_visible,3,yellow sugar box with brown tape,ok,completed,[5],3,7,0.48576051779935275,0,ok
gpt-4o,theory_original,05_medium_unambiguous,6874,7,Medium,False,2,the yellow box in the bottom right corner behind the cardboard box,3,yellow sugar box with brown tape,fully_visible,3,yellow sugar box with brown tape,ok,completed,[5],3,7,0.48576051779935275,0,ok
gpt-4o,theory_original,05_medium_unambiguous,6897,3,Medium,False,0,the clamp,5,red and gray caulking gun,fully_visible,5,red and gray caulking gun,ok,completed,[5],5,5,0.7302479338842975,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6897,3,Medium,False,1,the clamp,5,red and gray caulking gun,fully_visible,5,red and gray caulking gun,ok,completed,[5],5,5,0.7302479338842975,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6897,3,Medium,False,2,the metallic clip,5,red and gray caulking gun,fully_visible,5,red and gray caulking gun,ok,completed,[5],5,5,0.7302479338842975,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6903,7,Medium,False,0,the festo box from top,3,small gray box,partially_occluded,2,red apple,ok,completed,[2],2,12,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,6903,7,Medium,False,1,the gray box on top left placed vertically,3,small gray box,partially_occluded,2,red apple,ok,completed,[2],2,12,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,6903,7,Medium,False,2,the top most box with the orange,3,small gray box,partially_occluded,2,red apple,ok,completed,[2],2,12,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,6938,0,Medium,False,0,the white box between the green boxes,1,white box with blue text,partially_occluded,5,stacked green boxes,ok,completed,"[3, 5, 7]",5,3,0.9962291734348169,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6938,0,Medium,False,1,the small white box,1,white box with blue text,partially_occluded,5,stacked green boxes,ok,completed,"[3, 5, 7]",5,3,0.9962291734348169,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6938,0,Medium,False,2,the white festo box,1,white box with blue text,partially_occluded,5,stacked green boxes,ok,completed,"[3, 5, 7]",5,3,0.9962291734348169,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6962,2,Medium,False,0,the empty bottle,8,white and green bottle,partially_occluded,4,yellow banana,ok,completed,[5],4,5,0.989385524901469,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6962,2,Medium,False,1,the transparent bottle,8,white and green bottle,partially_occluded,4,yellow banana,ok,completed,[5],4,5,0.989385524901469,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6962,2,Medium,False,2,the transparent bottle with white cap,8,white and green bottle,partially_occluded,4,yellow banana,ok,completed,[5],4,5,0.989385524901469,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6991,5,Medium,False,0,the scissor,7,pair of scissors with yellow and gray handles,partially_occluded,6,red Pringles can,ok,completed,[12],6,12,0.9944684361201417,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6991,5,Medium,False,1,the scissor,7,pair of scissors with yellow and gray handles,partially_occluded,6,red Pringles can,ok,completed,[12],6,12,0.9944684361201417,1,ok
gpt-4o,theory_original,05_medium_unambiguous,6991,5,Medium,False,2,the scissor below the pringle chips,7,pair of scissors with yellow and gray handles,partially_occluded,6,red Pringles can,ok,completed,[12],6,12,0.9944684361201417,1,ok
gpt-4o,theory_original,05_medium_unambiguous,7024,1,Medium,False,0,the box under the plier,3,white and blue box with text,partially_occluded,1,light blue box with 'FESTO' text,ok,completed,"[0, 3]",1,3,0.9951022968538892,1,ok
gpt-4o,theory_original,05_medium_unambiguous,7024,1,Medium,False,1,the package,1,light blue box with 'FESTO' text,fully_visible,1,light blue box with 'FESTO' text,ok,completed,"[0, 3]",1,3,0.9951022968538892,1,ok
gpt-4o,theory_original,05_medium_unambiguous,7024,1,Medium,False,2,the white package,2,white coiled cable in transparent plastic bag,fully_visible,2,white coiled cable in transparent plastic bag,ok,completed,"[0, 3]",2,2,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,7025,2,Medium,False,0,the  hacksaw,5,red and black hacksaw,partially_occluded,2,white and red box,ok,completed,[3],2,3,0.9940182100508187,1,ok
gpt-4o,theory_original,05_medium_unambiguous,7025,2,Medium,False,1,the saw,5,red and black hacksaw,partially_occluded,2,white and red box,ok,completed,[3],2,3,0.9940182100508187,1,ok
gpt-4o,theory_original,05_medium_unambiguous,7025,2,Medium,False,2,the saw,5,red and black hacksaw,partially_occluded,2,white and red box,ok,completed,[3],2,3,0.9940182100508187,1,ok
gpt-4o,theory_original,05_medium_unambiguous,7029,1,Medium,False,0,the juice box behind the plastic bag,7,green and white carton,partially_occluded,5,white coiled cable in transparent bag,ok,completed,[5],5,5,0.9919236827113191,1,ok
gpt-4o,theory_original,05_medium_unambiguous,7029,1,Medium,False,1,the box with white cap present under the transparent cover,2,white rectangular box,fully_visible,2,white rectangular box,ok,completed,[5],2,0,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,7029,1,Medium,False,2,the tetrapack on top,7,green and white carton,partially_occluded,5,white coiled cable in transparent bag,ok,completed,[5],5,5,0.9919236827113191,1,ok
gpt-4o,theory_original,05_medium_unambiguous,7029,7,Medium,False,0,the wire cutter,,,fully_occluded,5,white coiled cable in plastic bag,ok,completed,"[0, 3]",5,5,4.751641861964804e-05,0,ok
gpt-4o,theory_original,05_medium_unambiguous,7029,7,Medium,False,1,the wire cutter,,,fully_occluded,5,white coiled cable in plastic bag,ok,completed,"[0, 3]",5,5,4.751641861964804e-05,0,ok
gpt-4o,theory_original,05_medium_unambiguous,7029,7,Medium,False,2,the wire cutter,,,fully_occluded,5,white coiled cable in plastic bag,ok,completed,"[0, 3]",5,5,4.751641861964804e-05,0,ok
gpt-4o,theory_original,05_medium_unambiguous,7163,9,Medium,False,0,the green object on the top left,,,fully_occluded,5,white box with robotics logo,ok,completed,[12],5,19,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,7163,9,Medium,False,1,the green box under the orange object,6,small white carton,partially_occluded,5,white box with robotics logo,ok,completed,[12],5,19,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,7163,9,Medium,False,2,the green object underneath the submarine toy,,,fully_occluded,5,white box with robotics logo,ok,completed,[12],5,19,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,79,2,Medium,False,0,the transparent package with a cable inside,3,coiled white cable in transparent plastic bag,partially_occluded,6,yellow and gray scissors,ok,completed,[4],6,4,0.977938987088217,1,ok
gpt-4o,theory_original,05_medium_unambiguous,79,2,Medium,False,1,the transparent cover,3,coiled white cable in transparent plastic bag,partially_occluded,6,yellow and gray scissors,ok,completed,[4],6,4,0.977938987088217,1,ok
gpt-4o,theory_original,05_medium_unambiguous,79,2,Medium,False,2,the plastic bag,3,coiled white cable in transparent plastic bag,partially_occluded,6,yellow and gray scissors,ok,completed,[4],6,4,0.977938987088217,1,ok
gpt-4o,theory_original,05_medium_unambiguous,913,2,Medium,False,0,the green grinder,,,fully_occluded,2,yellow tennis ball,ok,completed,[0],2,3,0.0,0,ok
gpt-4o,theory_original,05_medium_unambiguous,913,2,Medium,False,1,the green object vape-like,4,green stapler body,partially_occluded,3,yellow mustard bottle,ok,completed,[0],3,0,0.9962457208783311,1,ok
gpt-4o,theory_original,05_medium_unambiguous,913,2,Medium,False,2,the metal object under the yellow bottle,4,green stapler body,partially_occluded,3,yellow mustard bottle,ok,completed,[0],3,0,0.9962457208783311,1,ok
gpt-4o,theory_original,05_medium_unambiguous,944,3,Medium,False,0,the red drill,1,red and black cordless drill with lithium battery,fully_visible,1,red and black cordless drill with lithium battery,ok,completed,[2],1,3,0.21673223506269979,0,ok
gpt-4o,theory_original,05_medium_unambiguous,944,3,Medium,False,1,the hand driller,1,red and black cordless drill with lithium battery,fully_visible,1,red and black cordless drill with lithium battery,ok,completed,[2],1,3,0.21673223506269979,0,ok
gpt-4o,theory_original,05_medium_unambiguous,944,3,Medium,False,2,the drill,1,red and black cordless drill with lithium battery,fully_visible,1,red and black cordless drill with lithium battery,ok,completed,[2],1,3,0.21673223506269979,0,ok
gpt-4o,theory_original,05_medium_unambiguous,988,0,Medium,False,0,the light blue box,,,fully_occluded,1,yellow banana with green stem,ok,completed,[3],1,3,0.9890757838924947,1,ok
gpt-4o,theory_original,05_medium_unambiguous,988,0,Medium,False,1,the green box,4,light green rectangular box,partially_occluded,1,yellow banana with green stem,ok,completed,[3],1,3,0.9890757838924947,1,ok
gpt-4o,theory_original,05_medium_unambiguous,988,0,Medium,False,2,the greenish box on the middle,4,light green rectangular box,partially_occluded,1,yellow banana with green stem,ok,completed,[3],1,3,0.9890757838924947,1,ok
gpt-4o,theory_original,06_hard_unambiguous,1113,0,Hard,False,0,the white box in the middle under the toothpaste and screwdriver,1,toothpaste box with green and orange design,partially_occluded,5,toothpaste box with orange and green design,ok,completed,"[1, 3]",5,1,0.988742998472394,1,ok
gpt-4o,theory_original,06_hard_unambiguous,1113,0,Hard,False,1,the grey little box,6,blue plastic cap,fully_visible,6,blue plastic cap,ok,completed,"[1, 3]",6,6,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,1113,0,Hard,False,2,the white box at the center,1,toothpaste box with green and orange design,partially_occluded,5,toothpaste box with orange and green design,ok,completed,"[1, 3]",5,1,0.988742998472394,1,ok
gpt-4o,theory_original,06_hard_unambiguous,1312,7,Hard,False,0,the grey package,4,gray rectangular block,partially_occluded,6,red drill body,ok,completed,[6],6,3,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,1312,7,Hard,False,1,the white box on the bottom right corner of the tray,4,gray rectangular block,partially_occluded,1,red bowl,ok,completed,[6],1,6,0.9916449845666543,1,ok
gpt-4o,theory_original,06_hard_unambiguous,1312,7,Hard,False,2,the box in the bottom right corner behind the wires,4,gray rectangular block,partially_occluded,6,red drill body,ok,completed,[6],6,3,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,1318,0,Hard,False,0,the small blue box,6,blue rectangular box,partially_occluded,2,red and yellow handled glue gun,ok,completed,"[4, 5]",2,4,0.9952868421842634,1,ok
gpt-4o,theory_original,06_hard_unambiguous,1318,0,Hard,False,1,the extra blue box,6,blue rectangular box,partially_occluded,2,red and yellow handled glue gun,ok,completed,"[4, 5]",2,4,0.9952868421842634,1,ok
gpt-4o,theory_original,06_hard_unambiguous,1318,0,Hard,False,2,the light blue box under the red bowl,6,blue rectangular box,partially_occluded,2,red and yellow handled glue gun,ok,completed,"[4, 5]",2,4,0.9952868421842634,1,ok
gpt-4o,theory_original,06_hard_unambiguous,1459,2,Hard,False,0,the screwdriver,6,blue and red screwdriver,partially_occluded,8,yellow and gray scissors,ok,completed,"[3, 8]",8,8,0.9814965486470172,1,ok
gpt-4o,theory_original,06_hard_unambiguous,1459,2,Hard,False,1,the screwdriver,6,blue and red screwdriver,partially_occluded,8,yellow and gray scissors,ok,completed,"[3, 8]",8,8,0.9814965486470172,1,ok
gpt-4o,theory_original,06_hard_unambiguous,1459,2,Hard,False,2,the screwdriver,6,blue and red screwdriver,partially_occluded,8,yellow and gray scissors,ok,completed,"[3, 8]",8,8,0.9814965486470172,1,ok
gpt-4o,theory_original,06_hard_unambiguous,1733,2,Hard,False,0,the extra box,5,brown folded cardboard box,partially_occluded,2,orange and green toothpaste box,ok,completed,[5],2,5,0.9949677379519002,1,ok
gpt-4o,theory_original,06_hard_unambiguous,1733,2,Hard,False,1,the white and blue extra box,3,blue and white card,partially_occluded,2,orange and green toothpaste box,ok,completed,[5],2,5,0.9949677379519002,1,ok
gpt-4o,theory_original,06_hard_unambiguous,1733,2,Hard,False,2,the little package written Extra at the top of the bin,3,blue and white card,partially_occluded,2,orange and green toothpaste box,ok,completed,[5],2,5,0.9949677379519002,1,ok
gpt-4o,theory_original,06_hard_unambiguous,1784,6,Hard,False,0,the small plastic box underneath a knife,7,small green and white bottle,partially_occluded,6,red knife with blue tip,ok,completed,[5],6,2,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,1784,6,Hard,False,1,the green cylinder,3,white cylindrical container with label,fully_visible,3,white cylindrical container with label,ok,completed,[5],3,5,0.9912259222984002,1,ok
gpt-4o,theory_original,06_hard_unambiguous,1784,6,Hard,False,2,the box under the knife,7,small green and white bottle,partially_occluded,6,red knife with blue tip,ok,completed,[5],6,2,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,1942,2,Hard,False,0,the blue item,6,blue plastic nozzle,partially_occluded,5,white cylindrical roll with green label,ok,completed,[1],5,1,0.9962017167381975,1,ok
gpt-4o,theory_original,06_hard_unambiguous,1942,2,Hard,False,1,the blue bolt,,,fully_occluded,1,green folded box with recycling symbol,ok,completed,[1],1,6,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,1942,2,Hard,False,2,the blue screw,,,fully_occluded,1,green folded box with recycling symbol,ok,completed,[1],1,6,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,1996,5,Hard,False,0,the knife,4,blue and orange handled knife,partially_occluded,1,orange and black cordless drill with visible branding,ok,completed,"[0, 3]",1,0,0.9754508978386977,1,ok
gpt-4o,theory_original,06_hard_unambiguous,1996,5,Hard,False,1,the knife,4,blue and orange handled knife,partially_occluded,1,orange and black cordless drill with visible branding,ok,completed,"[0, 3]",1,0,0.9754508978386977,1,ok
gpt-4o,theory_original,06_hard_unambiguous,1996,5,Hard,False,2,the knife,4,blue and orange handled knife,partially_occluded,1,orange and black cordless drill with visible branding,ok,completed,"[0, 3]",1,0,0.9754508978386977,1,ok
gpt-4o,theory_original,06_hard_unambiguous,2274,2,Hard,False,0,the wire cutter,4,red and yellow handled pliers with black jaws,partially_occluded,5,metallic can opener with green handle,ok,completed,[1],5,3,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,2274,2,Hard,False,1,the pliers,4,red and yellow handled pliers with black jaws,partially_occluded,5,metallic can opener with green handle,ok,completed,[1],5,3,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,2274,2,Hard,False,2,the clamp,4,red and yellow handled pliers with black jaws,partially_occluded,5,metallic can opener with green handle,ok,completed,[1],5,3,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,3125,4,Hard,False,0,the screwdriver,,,fully_occluded,3,green packaged towel,ok,completed,[2],3,1,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,3125,4,Hard,False,1,the screwdriver,,,fully_occluded,3,green packaged towel,ok,completed,[2],3,1,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,3125,4,Hard,False,2,the screwdriver,,,fully_occluded,3,green packaged towel,ok,completed,[2],3,1,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,3576,1,Hard,False,0,the little box on top,2,white rectangular box with blue text and smaller size,partially_occluded,3,white cup with handle,ok,completed,[2],3,2,0.9909690543706078,1,ok
gpt-4o,theory_original,06_hard_unambiguous,3576,1,Hard,False,1,the top white box,2,white rectangular box with blue text and smaller size,partially_occluded,3,white cup with handle,ok,completed,[2],3,2,0.9909690543706078,1,ok
gpt-4o,theory_original,06_hard_unambiguous,3576,1,Hard,False,2,the small festo box,2,white rectangular box with blue text and smaller size,partially_occluded,3,white cup with handle,ok,completed,[2],3,2,0.9909690543706078,1,ok
gpt-4o,theory_original,06_hard_unambiguous,3576,3,Hard,False,0,the bigger box,1,white rectangular box with blue text,partially_occluded,3,white cup with handle,ok,completed,[2],3,2,0.9909690543706078,1,ok
gpt-4o,theory_original,06_hard_unambiguous,3576,3,Hard,False,1,the white box on the left of the red bowl,1,white rectangular box with blue text,partially_occluded,3,white cup with handle,ok,completed,[2],3,2,0.9909690543706078,1,ok
gpt-4o,theory_original,06_hard_unambiguous,3576,3,Hard,False,2,the festo box on the bottom,1,white rectangular box with blue text,partially_occluded,3,white cup with handle,ok,completed,[2],3,2,0.9909690543706078,1,ok
gpt-4o,theory_original,06_hard_unambiguous,4992,4,Hard,False,0,the lemon,1,yellow lemon with black base,partially_occluded,5,black cylindrical pipe,ok,completed,[1],5,0,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,4992,4,Hard,False,1,the lemon,1,yellow lemon with black base,partially_occluded,5,black cylindrical pipe,ok,completed,[1],5,0,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,4992,4,Hard,False,2,the lemon,1,yellow lemon with black base,partially_occluded,5,black cylindrical pipe,ok,completed,[1],5,0,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,5155,4,Hard,False,0,the chips can,2,red and yellow can,partially_occluded,3,white coiled wire,ok,completed,[2],3,2,0.4466497139224412,1,ok
gpt-4o,theory_original,06_hard_unambiguous,5155,4,Hard,False,1,the red tube,,,fully_occluded,1,small deodorant bottle,ok,completed,[2],1,0,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,5155,4,Hard,False,2,the chips tub,2,red and yellow can,partially_occluded,3,white coiled wire,ok,completed,[2],3,2,0.4466497139224412,1,ok
gpt-4o,theory_original,06_hard_unambiguous,5447,5,Hard,False,0,the chips can,4,red cylindrical can with yellow and orange label,partially_occluded,3,coiled white cable,ok,completed,[4],3,2,0.29556917779331304,0,ok
gpt-4o,theory_original,06_hard_unambiguous,5447,5,Hard,False,1,the pringles tube,4,red cylindrical can with yellow and orange label,partially_occluded,3,coiled white cable,ok,completed,[4],3,2,0.29556917779331304,0,ok
gpt-4o,theory_original,06_hard_unambiguous,5447,5,Hard,False,2,the cylinder under the wires,4,red cylindrical can with yellow and orange label,partially_occluded,3,coiled white cable,ok,completed,[4],3,2,0.29556917779331304,0,ok
gpt-4o,theory_original,06_hard_unambiguous,5778,5,Hard,False,0,the toothpaste,3,green tube with white cap,partially_occluded,6,blue rectangular device,ok,completed,[9],6,9,0.9845390381467697,1,ok
gpt-4o,theory_original,06_hard_unambiguous,5778,5,Hard,False,1,the green and white tube,3,green tube with white cap,partially_occluded,6,blue rectangular device,ok,completed,[9],6,9,0.9845390381467697,1,ok
gpt-4o,theory_original,06_hard_unambiguous,5778,5,Hard,False,2,the green toothpaste tube,3,green tube with white cap,partially_occluded,6,blue rectangular device,ok,completed,[9],6,9,0.9845390381467697,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6732,0,Hard,False,0,the white stick object,3,white cylindrical object,partially_occluded,2,orange and yellow caulking gun,ok,completed,[4],2,4,0.8176032588330573,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6732,0,Hard,False,1,the white stick behind the orange object,3,white cylindrical object,partially_occluded,2,orange and yellow caulking gun,ok,completed,[4],2,4,0.8176032588330573,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6732,0,Hard,False,2,"the white tube underneath the toy submarine, nearby the yellow plastic bottle",3,white cylindrical object,partially_occluded,2,orange and yellow caulking gun,ok,completed,[4],2,4,0.8176032588330573,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6755,3,Hard,False,0,the grey metal thing,7,metal rod,partially_occluded,4,red and yellow box,ok,completed,[5],4,5,0.9974557025905574,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6755,3,Hard,False,1,the grey object behind the boxes,7,metal rod,partially_occluded,4,red and yellow box,ok,completed,[5],4,5,0.9974557025905574,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6755,3,Hard,False,2,the metallic object behind the two boxes,7,metal rod,partially_occluded,4,red and yellow box,ok,completed,[5],4,5,0.9974557025905574,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6760,4,Hard,False,0,the yellow Mayonnaise box,,,fully_occluded,4,blue nozzle,ok,completed,[3],4,5,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,6760,4,Hard,False,1,the yellow bottle,2,yellow cleaning bottle,partially_occluded,6,crumpled plastic bag,ok,completed,[3],6,3,0.9930988199765114,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6760,4,Hard,False,2,the yellow bottle,2,yellow cleaning bottle,partially_occluded,6,crumpled plastic bag,ok,completed,[3],6,3,0.9930988199765114,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6784,7,Hard,False,0,the dog toy,10,yellow dog figurine,partially_occluded,5,yellow and red handled pliers,ok,completed,[8],5,8,0.8916033206641328,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6784,7,Hard,False,1,the toy dog,10,yellow dog figurine,partially_occluded,5,yellow and red handled pliers,ok,completed,[8],5,8,0.8916033206641328,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6784,7,Hard,False,2,the toy dog,10,yellow dog figurine,partially_occluded,5,yellow and red handled pliers,ok,completed,[8],5,8,0.8916033206641328,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6801,12,Hard,False,0,the vape-like green object on the bottom,9,toothpaste tube,fully_visible,9,toothpaste tube,ok,completed,"[2, 19]",9,2,0.8752381118820014,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6801,12,Hard,False,1,the greenish object under the lighter box,9,toothpaste tube,fully_visible,9,toothpaste tube,ok,completed,"[2, 19]",9,2,0.8752381118820014,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6801,12,Hard,False,2,the green grinder,,,fully_occluded,9,toothpaste tube,ok,completed,"[2, 19]",9,2,0.8752381118820014,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6807,0,Hard,False,0,the green box,7,stack of green sticky notes,partially_occluded,2,rectangular sponge with green and beige sides,ok,completed,[2],2,2,0.9914311828775992,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6807,0,Hard,False,1,the green box under the white ropes at the bottom of the bin,7,stack of green sticky notes,partially_occluded,2,rectangular sponge with green and beige sides,ok,completed,[2],2,2,0.9914311828775992,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6807,0,Hard,False,2,the  green box under the white wire like thing,7,stack of green sticky notes,partially_occluded,2,rectangular sponge with green and beige sides,ok,completed,[2],2,2,0.9914311828775992,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6835,6,Hard,False,0,the green and red box behind the white box,9,green and red folded carton,partially_occluded,6,gray and white package,ok,completed,[0],6,0,0.971883617001046,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6835,6,Hard,False,1,the coffee box,9,green and red folded carton,partially_occluded,6,gray and white package,ok,completed,[0],6,0,0.971883617001046,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6835,6,Hard,False,2,the grey packaging on top of the other boxes,6,gray and white package,fully_visible,6,gray and white package,ok,completed,[0],6,0,0.971883617001046,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6837,4,Hard,False,0,the the green festo box on the top left,2,green and white box,partially_occluded,,,selection_no_found,completed,[1],,,0.0,0,missing_grasp_object
gpt-4o,theory_original,06_hard_unambiguous,6837,4,Hard,False,1,the top grey package,2,green and white box,partially_occluded,,,selection_no_found,completed,[1],,,0.0,0,missing_grasp_object
gpt-4o,theory_original,06_hard_unambiguous,6837,4,Hard,False,2,the top left corner box,2,green and white box,partially_occluded,,,selection_no_found,completed,[1],,,0.0,0,missing_grasp_object
gpt-4o,theory_original,06_hard_unambiguous,6870,0,Hard,False,0,the glue in a white container near the orange toy,,,fully_occluded,1,box of Domino sugar,ok,completed,[6],1,6,0.9939219785453107,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6870,0,Hard,False,1,the white bottle under the yellow box and the orange object,5,aqua spray bottle with floral design,partially_occluded,1,box of Domino sugar,ok,completed,[6],1,6,0.9939219785453107,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6870,0,Hard,False,2,the white thing under the orange thing,3,white label,partially_occluded,1,box of Domino sugar,ok,completed,[6],1,6,0.9939219785453107,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6873,5,Hard,False,0,the small white bottle,5,small white bottle,partially_occluded,8,purple box,ok,completed,[6],8,6,0.9918862992812023,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6873,5,Hard,False,1,the white nasal spray,5,small white bottle,partially_occluded,8,purple box,ok,completed,[6],8,6,0.9918862992812023,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6873,5,Hard,False,2,the eye drops container under the drill,5,small white bottle,partially_occluded,8,purple box,ok,completed,[6],8,6,0.9918862992812023,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6941,1,Hard,False,0,the central white package,2,red can with attached packaging,partially_occluded,3,orange and black cordless drill,ok,completed,"[0, 2]",3,2,0.9924671034257124,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6941,1,Hard,False,1,the white package behind the drill,4,silver utility knife,partially_occluded,1,blue cleaning sponge,ok,completed,"[0, 2]",1,4,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,6941,1,Hard,False,2,the the white object behind the drill,4,silver utility knife,partially_occluded,1,blue cleaning sponge,ok,completed,"[0, 2]",1,4,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,6949,9,Hard,False,0,the nasal spray,5,white nasal spray bottle,partially_occluded,2,coiled white cable in transparent plastic bag,ok,completed,[3],2,3,0.9945158460242505,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6949,9,Hard,False,1,the bottle of eye drops,5,white nasal spray bottle,partially_occluded,2,coiled white cable in transparent plastic bag,ok,completed,[3],2,3,0.9945158460242505,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6949,9,Hard,False,2,the small glue bottle,,,fully_occluded,2,coiled white cable in transparent plastic bag,ok,completed,[3],2,3,0.9945158460242505,1,ok
gpt-4o,theory_original,06_hard_unambiguous,6971,18,Hard,False,0,the banana,1,yellow banana,fully_visible,1,yellow banana,ok,completed,[6],1,18,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,6971,18,Hard,False,1,the banana,1,yellow banana,fully_visible,1,yellow banana,ok,completed,[6],1,18,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,6971,18,Hard,False,2,the banana,1,yellow banana,fully_visible,1,yellow banana,ok,completed,[6],1,18,0.0,0,ok
gpt-4o,theory_original,06_hard_unambiguous,6971,4,Hard,False,0,the wire cutters,,,fully_occluded,8,green toothpaste box,ok,completed,[3],8,6,0.0,0,ok
